tower_id_1|latitude_1|longitude_1|tower_height_1|tower_id_2|latitude_2|longitude_2|tower_height_2|distance
315|-6.04225003463105|-76.157034498059|30.0|69111|-6.03548|-76.25618|15.0|11001.491435728
315|-6.04225003463105|-76.157034498059|30.0|6846|-6.10934|-76.26847|30.0|14394.980960833
315|-6.04225003463105|-76.157034498059|30.0|329|-6.01552827106242|-76.0270401016982|30.0|14691.661494584
315|-6.04225003463105|-76.157034498059|30.0|317|-6.11316495635003|-76.2713571445513|30.0|14888.149609019
315|-6.04225003463105|-76.157034498059|30.0|6983|-5.907081|-76.1103|11.0|15818.101530748
315|-6.04225003463105|-76.157034498059|30.0|6990|-5.900704|-76.111505|11.0|16444.746986632
315|-6.04225003463105|-76.157034498059|30.0|6996|-5.89575|-76.121858|11.0|16662.472149096
315|-6.04225003463105|-76.157034498059|30.0|6989|-5.90175|-76.10166667|70.0|16703.010819375
315|-6.04225003463105|-76.157034498059|30.0|6995|-5.89789|-76.11019|30.0|16785.645414567
315|-6.04225003463105|-76.157034498059|30.0|6997|-5.895262|-76.104769|11.0|17254.215301951
315|-6.04225003463105|-76.157034498059|30.0|6999|-5.894595|-76.105726|11.0|17288.616563851
315|-6.04225003463105|-76.157034498059|30.0|326|-5.89408884785614|-76.1068140743227|30.0|17302.401640759
315|-6.04225003463105|-76.157034498059|30.0|7000|-5.89402778|-76.10455556|20.0|17390.741401741
315|-6.04225003463105|-76.157034498059|30.0|7001|-5.893689|-76.10454|20.0|17426.632369096
315|-6.04225003463105|-76.157034498059|30.0|320|-5.88893191012214|-76.1129550906649|30.0|17643.333402236
315|-6.04225003463105|-76.157034498059|30.0|7009|-5.88563|-76.12665|25.0|17643.72675607
315|-6.04225003463105|-76.157034498059|30.0|319|-5.89478322870778|-76.2325052780687|30.0|18324.011141085
315|-6.04225003463105|-76.157034498059|30.0|7004|-5.89055|-76.22854|15.0|18550.283685654
315|-6.04225003463105|-76.157034498059|30.0|7003|-5.89055|-76.231819|30.0|18708.112961535
315|-6.04225003463105|-76.157034498059|30.0|6986|-5.905667|-76.026917|30.0|20873.036551177
315|-6.04225003463105|-76.157034498059|30.0|331|-5.92514244864574|-75.999503674783|30.0|21723.620921072
315|-6.04225003463105|-76.157034498059|30.0|6998|-5.89465|-76.01693889|20.0|22517.294041333
315|-6.04225003463105|-76.157034498059|30.0|330|-5.95481111111111|-75.964926297017|30.0|23363.937610475
315|-6.04225003463105|-76.157034498059|30.0|6959|-5.95412|-75.96509|15.0|23379.208384466
315|-6.04225003463105|-76.157034498059|30.0|6832|-6.1425|-75.96395|45.0|24077.622688427
315|-6.04225003463105|-76.157034498059|30.0|6754|-6.25146|-76.03212|15.0|26952.331960741
315|-6.04225003463105|-76.157034498059|30.0|6933|-6.007289|-75.91091|12.0|27521.046461305
315|-6.04225003463105|-76.157034498059|30.0|7048|-5.796249|-76.092548|15.0|28125.812863131
315|-6.04225003463105|-76.157034498059|30.0|328|-5.89095756858718|-75.9515264595539|30.0|28242.937215245
315|-6.04225003463105|-76.157034498059|30.0|7006|-5.88985|-75.95152|15.0|28316.259155457
315|-6.04225003463105|-76.157034498059|30.0|6864|-6.075131|-75.90092|12.0|28584.561351417
315|-6.04225003463105|-76.157034498059|30.0|7063|-5.763689|-76.12572|20.0|30999.504367383
315|-6.04225003463105|-76.157034498059|30.0|327|-6.02500934573387|-75.873430656687|30.0|31454.742111977
315|-6.04225003463105|-76.157034498059|30.0|6926|-6.02117|-75.81467|9.0|37973.871584268
315|-6.04225003463105|-76.157034498059|30.0|7088|-5.726083|-76.009583|125.0|38588.453744383
315|-6.04225003463105|-76.157034498059|30.0|11006|-5.729222|-76.002361|90.0|38622.148416004
315|-6.04225003463105|-76.157034498059|30.0|323|-5.72451545667695|-76.0115583358355|30.0|38653.922268689
315|-6.04225003463105|-76.157034498059|30.0|7087|-5.726237|-76.0074|15.0|38675.973047175
316|-6.04928331277774|-76.1768403258158|30.0|6886|-6.05174|-76.18898|20.0|1371.089674242
316|-6.04928331277774|-76.1768403258158|30.0|6878|-6.05841|-76.19771|30.0|2521.169803739
316|-6.04928331277774|-76.1768403258158|30.0|6871|-6.06859|-76.2482|15.0|8183.082384954
316|-6.04928331277774|-76.1768403258158|30.0|6840|-6.123067|-76.165032|5.0|8263.536014107
316|-6.04928331277774|-76.1768403258158|30.0|69111|-6.03548|-76.25618|15.0|8914.965639403
316|-6.04928331277774|-76.1768403258158|30.0|6938|-6.00047|-76.24543|15.0|9316.664983854
316|-6.04928331277774|-76.1768403258158|30.0|321|-5.96033015583201|-76.1520971973351|30.0|10211.317423065
316|-6.04928331277774|-76.1768403258158|30.0|6947|-5.980189|-76.11333|20.0|10383.743037945
316|-6.04928331277774|-76.1768403258158|30.0|6955|-5.969361|-76.112361|30.0|11361.159038296
316|-6.04928331277774|-76.1768403258158|30.0|6846|-6.10934|-76.26847|30.0|12124.082524308
316|-6.04928331277774|-76.1768403258158|30.0|317|-6.11316495635003|-76.2713571445513|30.0|12624.410609763
316|-6.04928331277774|-76.1768403258158|30.0|329|-6.01552827106242|-76.0270401016982|30.0|16998.877868336
316|-6.04928331277774|-76.1768403258158|30.0|6983|-5.907081|-76.1103|11.0|17365.80988223
316|-6.04928331277774|-76.1768403258158|30.0|6990|-5.900704|-76.111505|11.0|17952.741459148
316|-6.04928331277774|-76.1768403258158|30.0|6996|-5.89575|-76.121858|11.0|18037.030726419
316|-6.04928331277774|-76.1768403258158|30.0|319|-5.89478322870778|-76.2325052780687|30.0|18163.213202151
316|-6.04928331277774|-76.1768403258158|30.0|6995|-5.89789|-76.11019|30.0|18296.225202508
316|-6.04928331277774|-76.1768403258158|30.0|6989|-5.90175|-76.10166667|70.0|18315.539394224
316|-6.04928331277774|-76.1768403258158|30.0|7004|-5.89055|-76.22854|15.0|18463.464899149
316|-6.04928331277774|-76.1768403258158|30.0|7003|-5.89055|-76.231819|30.0|18579.226696509
316|-6.04928331277774|-76.1768403258158|30.0|6997|-5.895262|-76.104769|11.0|18809.211005678
316|-6.04928331277774|-76.1768403258158|30.0|6999|-5.894595|-76.105726|11.0|18831.484756482
316|-6.04928331277774|-76.1768403258158|30.0|326|-5.89408884785614|-76.1068140743227|30.0|18832.429858256
316|-6.04928331277774|-76.1768403258158|30.0|7009|-5.88563|-76.12665|25.0|18931.770768449
316|-6.04928331277774|-76.1768403258158|30.0|7000|-5.89402778|-76.10455556|20.0|18942.871584259
316|-6.04928331277774|-76.1768403258158|30.0|7001|-5.893689|-76.10454|20.0|18977.562162366
316|-6.04928331277774|-76.1768403258158|30.0|320|-5.88893191012214|-76.1129550906649|30.0|19091.35825291
316|-6.04928331277774|-76.1768403258158|30.0|6986|-5.905667|-76.026917|30.0|22973.306808969
316|-6.04928331277774|-76.1768403258158|30.0|331|-5.92514244864574|-75.999503674783|30.0|23957.501670968
316|-6.04928331277774|-76.1768403258158|30.0|6998|-5.89465|-76.01693889|20.0|24614.205245866
316|-6.04928331277774|-76.1768403258158|30.0|330|-5.95481111111111|-75.964926297017|30.0|25682.646483509
316|-6.04928331277774|-76.1768403258158|30.0|6959|-5.95412|-75.96509|15.0|25697.308654649
316|-6.04928331277774|-76.1768403258158|30.0|6832|-6.1425|-75.96395|45.0|25721.767474616
316|-6.04928331277774|-76.1768403258158|30.0|6754|-6.25146|-76.03212|15.0|27503.891810523
316|-6.04928331277774|-76.1768403258158|30.0|7048|-5.796249|-76.092548|15.0|29497.67872169
316|-6.04928331277774|-76.1768403258158|30.0|6933|-6.007289|-75.91091|12.0|29804.639024217
316|-6.04928331277774|-76.1768403258158|30.0|328|-5.89095756858718|-75.9515264595539|30.0|30477.697420541
316|-6.04928331277774|-76.1768403258158|30.0|7006|-5.88985|-75.95152|15.0|30548.828861277
316|-6.04928331277774|-76.1768403258158|30.0|6864|-6.075131|-75.90092|12.0|30678.139549207
316|-6.04928331277774|-76.1768403258158|30.0|7063|-5.763689|-76.12572|20.0|32086.023169918
316|-6.04928331277774|-76.1768403258158|30.0|327|-6.02500934573387|-75.873430656687|30.0|33696.425119186
317|-6.11316495635003|-76.2713571445513|30.0|6846|-6.10934|-76.26847|30.0|530.143902247
317|-6.11316495635003|-76.2713571445513|30.0|6871|-6.06859|-76.2482|15.0|5556.072243344
317|-6.11316495635003|-76.2713571445513|30.0|69111|-6.03548|-76.25618|15.0|8753.666095672
317|-6.11316495635003|-76.2713571445513|30.0|6878|-6.05841|-76.19771|30.0|10155.186401012
317|-6.11316495635003|-76.2713571445513|30.0|6886|-6.05174|-76.18898|20.0|11370.852053973
317|-6.11316495635003|-76.2713571445513|30.0|6840|-6.123067|-76.165032|5.0|11819.926838424
317|-6.11316495635003|-76.2713571445513|30.0|6938|-6.00047|-76.24543|15.0|12788.796393605
317|-6.11316495635003|-76.2713571445513|30.0|321|-5.96033015583201|-76.1520971973351|30.0|21447.012291516
317|-6.11316495635003|-76.2713571445513|30.0|6947|-5.980189|-76.11333|20.0|22853.823120324
317|-6.11316495635003|-76.2713571445513|30.0|6955|-5.969361|-76.112361|30.0|23721.704110702
317|-6.11316495635003|-76.2713571445513|30.0|319|-5.89478322870778|-76.2325052780687|30.0|24530.128308271
317|-6.11316495635003|-76.2713571445513|30.0|7003|-5.89055|-76.231819|30.0|25004.337877879
317|-6.11316495635003|-76.2713571445513|30.0|7004|-5.89055|-76.22854|15.0|25070.439675394
317|-6.11316495635003|-76.2713571445513|30.0|6983|-5.907081|-76.1103|11.0|28936.641495067
317|-6.11316495635003|-76.2713571445513|30.0|329|-6.01552827106242|-76.0270401016982|30.0|29121.662022348
317|-6.11316495635003|-76.2713571445513|30.0|6996|-5.89575|-76.121858|11.0|29189.443804836
317|-6.11316495635003|-76.2713571445513|30.0|6990|-5.900704|-76.111505|11.0|29414.858122831
317|-6.11316495635003|-76.2713571445513|30.0|6995|-5.89789|-76.11019|30.0|29751.127048373
317|-6.11316495635003|-76.2713571445513|30.0|7009|-5.88563|-76.12665|25.0|29829.763430108
317|-6.11316495635003|-76.2713571445513|30.0|6989|-5.90175|-76.10166667|70.0|29992.511172716
317|-6.11316495635003|-76.2713571445513|30.0|326|-5.89408884785614|-76.1068140743227|30.0|30311.724195846
317|-6.11316495635003|-76.2713571445513|30.0|6999|-5.894595|-76.105726|11.0|30339.657826802
317|-6.11316495635003|-76.2713571445513|30.0|6997|-5.895262|-76.104769|11.0|30345.199975592
317|-6.11316495635003|-76.2713571445513|30.0|320|-5.88893191012214|-76.1129550906649|30.0|30371.898473079
317|-6.11316495635003|-76.2713571445513|30.0|7000|-5.89402778|-76.10455556|20.0|30468.027074954
317|-6.11316495635003|-76.2713571445513|30.0|7001|-5.893689|-76.10454|20.0|30498.880413399
317|-6.11316495635003|-76.2713571445513|30.0|6754|-6.25146|-76.03212|15.0|30577.357687242
317|-6.11316495635003|-76.2713571445513|30.0|6832|-6.1425|-75.96395|45.0|34180.471343338
317|-6.11316495635003|-76.2713571445513|30.0|6986|-5.905667|-76.026917|30.0|35481.170774699
317|-6.11316495635003|-76.2713571445513|30.0|331|-5.92514244864574|-75.999503674783|30.0|36580.846467778
317|-6.11316495635003|-76.2713571445513|30.0|6998|-5.89465|-76.01693889|20.0|37112.503028952
317|-6.11316495635003|-76.2713571445513|30.0|330|-5.95481111111111|-75.964926297017|30.0|38177.215145265
317|-6.11316495635003|-76.2713571445513|30.0|6959|-5.95412|-75.96509|15.0|38196.263256589
319|-5.89478322870778|-76.2325052780687|30.0|7003|-5.89055|-76.231819|30.0|474.263993133
319|-5.89478322870778|-76.2325052780687|30.0|7004|-5.89055|-76.22854|15.0|641.838130569
319|-5.89478322870778|-76.2325052780687|30.0|321|-5.96033015583201|-76.1520971973351|30.0|11480.995389626
319|-5.89478322870778|-76.2325052780687|30.0|7009|-5.88563|-76.12665|25.0|11765.577568731
319|-5.89478322870778|-76.2325052780687|30.0|6938|-6.00047|-76.24543|15.0|11774.786883231
319|-5.89478322870778|-76.2325052780687|30.0|6996|-5.89575|-76.121858|11.0|12252.955815437
319|-5.89478322870778|-76.2325052780687|30.0|320|-5.88893191012214|-76.1129550906649|30.0|13254.235382449
319|-5.89478322870778|-76.2325052780687|30.0|6990|-5.900704|-76.111505|11.0|13414.854154109
319|-5.89478322870778|-76.2325052780687|30.0|6995|-5.89789|-76.11019|30.0|13548.872194944
319|-5.89478322870778|-76.2325052780687|30.0|6983|-5.907081|-76.1103|11.0|13600.388336721
319|-5.89478322870778|-76.2325052780687|30.0|326|-5.89408884785614|-76.1068140743227|30.0|13918.605983513
319|-5.89478322870778|-76.2325052780687|30.0|6999|-5.894595|-76.105726|11.0|14038.890957673
319|-5.89478322870778|-76.2325052780687|30.0|6997|-5.895262|-76.104769|11.0|14144.939355413
319|-5.89478322870778|-76.2325052780687|30.0|7000|-5.89402778|-76.10455556|20.0|14168.737428171
319|-5.89478322870778|-76.2325052780687|30.0|7001|-5.893689|-76.10454|20.0|14170.735121626
319|-5.89478322870778|-76.2325052780687|30.0|6989|-5.90175|-76.10166667|70.0|14508.761330661
319|-5.89478322870778|-76.2325052780687|30.0|6955|-5.969361|-76.112361|30.0|15652.285731066
319|-5.89478322870778|-76.2325052780687|30.0|69111|-6.03548|-76.25618|15.0|15778.392725175
319|-5.89478322870778|-76.2325052780687|30.0|6947|-5.980189|-76.11333|20.0|16227.516036404
319|-5.89478322870778|-76.2325052780687|30.0|6886|-6.05174|-76.18898|20.0|18013.836290747
319|-5.89478322870778|-76.2325052780687|30.0|6878|-6.05841|-76.19771|30.0|18500.441239315
319|-5.89478322870778|-76.2325052780687|30.0|7063|-5.763689|-76.12572|20.0|18709.004681235
319|-5.89478322870778|-76.2325052780687|30.0|7048|-5.796249|-76.092548|15.0|18946.444298741
319|-5.89478322870778|-76.2325052780687|30.0|6871|-6.06859|-76.2482|15.0|19299.04312106
319|-5.89478322870778|-76.2325052780687|30.0|6986|-5.905667|-76.026917|30.0|22797.341220828
319|-5.89478322870778|-76.2325052780687|30.0|6998|-5.89465|-76.01693889|20.0|23870.699935824
319|-5.89478322870778|-76.2325052780687|30.0|6846|-6.10934|-76.26847|30.0|24058.84672161
319|-5.89478322870778|-76.2325052780687|30.0|331|-5.92514244864574|-75.999503674783|30.0|26018.192000818
319|-5.89478322870778|-76.2325052780687|30.0|6840|-6.123067|-76.165032|5.0|26327.112973948
319|-5.89478322870778|-76.2325052780687|30.0|329|-6.01552827106242|-76.0270401016982|30.0|26378.831236925
319|-5.89478322870778|-76.2325052780687|30.0|6959|-5.95412|-75.96509|15.0|30328.938186365
319|-5.89478322870778|-76.2325052780687|30.0|330|-5.95481111111111|-75.964926297017|30.0|30363.235246915
319|-5.89478322870778|-76.2325052780687|30.0|323|-5.72451545667695|-76.0115583358355|30.0|30876.016869335
319|-5.89478322870778|-76.2325052780687|30.0|7088|-5.726083|-76.009583|125.0|30944.845058371
319|-5.89478322870778|-76.2325052780687|30.0|328|-5.89095756858718|-75.9515264595539|30.0|31117.104897869
319|-5.89478322870778|-76.2325052780687|30.0|7006|-5.88985|-75.95152|15.0|31119.757150836
319|-5.89478322870778|-76.2325052780687|30.0|7087|-5.726237|-76.0074|15.0|31127.876297698
319|-5.89478322870778|-76.2325052780687|30.0|11006|-5.729222|-76.002361|90.0|31382.844150763
319|-5.89478322870778|-76.2325052780687|30.0|6933|-6.007289|-75.91091|12.0|37719.155074176
320|-5.88893191012214|-76.1129550906649|30.0|326|-5.89408884785614|-76.1068140743227|30.0|887.503805054
320|-5.88893191012214|-76.1129550906649|30.0|6999|-5.894595|-76.105726|11.0|1016.378517607
320|-5.88893191012214|-76.1129550906649|30.0|6995|-5.89789|-76.11019|30.0|1036.87982188
320|-5.88893191012214|-76.1129550906649|30.0|7001|-5.893689|-76.10454|20.0|1070.088415246
320|-5.88893191012214|-76.1129550906649|30.0|7000|-5.89402778|-76.10455556|20.0|1087.5208136
320|-5.88893191012214|-76.1129550906649|30.0|6997|-5.895262|-76.104769|11.0|1145.316308396
320|-5.88893191012214|-76.1129550906649|30.0|6996|-5.89575|-76.121858|11.0|1241.138622128
320|-5.88893191012214|-76.1129550906649|30.0|6990|-5.900704|-76.111505|11.0|1311.693989538
320|-5.88893191012214|-76.1129550906649|30.0|7009|-5.88563|-76.12665|25.0|1559.862955434
320|-5.88893191012214|-76.1129550906649|30.0|6989|-5.90175|-76.10166667|70.0|1889.935943823
320|-5.88893191012214|-76.1129550906649|30.0|6983|-5.907081|-76.1103|11.0|2028.455561036
320|-5.88893191012214|-76.1129550906649|30.0|6955|-5.969361|-76.112361|30.0|8894.5846489
320|-5.88893191012214|-76.1129550906649|30.0|321|-5.96033015583201|-76.1520971973351|30.0|9007.01340717
320|-5.88893191012214|-76.1129550906649|30.0|6986|-5.905667|-76.026917|30.0|9705.443928462
320|-5.88893191012214|-76.1129550906649|30.0|6947|-5.980189|-76.11333|20.0|10091.855305102
320|-5.88893191012214|-76.1129550906649|30.0|7048|-5.796249|-76.092548|15.0|10495.617120949
320|-5.88893191012214|-76.1129550906649|30.0|6998|-5.89465|-76.01693889|20.0|10651.175066585
320|-5.88893191012214|-76.1129550906649|30.0|7004|-5.89055|-76.22854|15.0|12800.633621987
320|-5.88893191012214|-76.1129550906649|30.0|7003|-5.89055|-76.231819|30.0|13163.701680996
320|-5.88893191012214|-76.1129550906649|30.0|331|-5.92514244864574|-75.999503674783|30.0|13185.502689159
320|-5.88893191012214|-76.1129550906649|30.0|7063|-5.763689|-76.12572|20.0|13922.038774936
320|-5.88893191012214|-76.1129550906649|30.0|329|-6.01552827106242|-76.0270401016982|30.0|16925.954735831
320|-5.88893191012214|-76.1129550906649|30.0|7006|-5.88985|-75.95152|15.0|17876.937070496
320|-5.88893191012214|-76.1129550906649|30.0|328|-5.89095756858718|-75.9515264595539|30.0|17877.319271652
320|-5.88893191012214|-76.1129550906649|30.0|6959|-5.95412|-75.96509|15.0|17889.771905595
320|-5.88893191012214|-76.1129550906649|30.0|330|-5.95481111111111|-75.964926297017|30.0|17937.259179874
320|-5.88893191012214|-76.1129550906649|30.0|6938|-6.00047|-76.24543|15.0|19165.058955332
320|-5.88893191012214|-76.1129550906649|30.0|6886|-6.05174|-76.18898|20.0|19874.854580964
320|-5.88893191012214|-76.1129550906649|30.0|6878|-6.05841|-76.19771|30.0|20959.959941745
320|-5.88893191012214|-76.1129550906649|30.0|7088|-5.726083|-76.009583|125.0|21339.794951352
320|-5.88893191012214|-76.1129550906649|30.0|323|-5.72451545667695|-76.0115583358355|30.0|21370.525217189
320|-5.88893191012214|-76.1129550906649|30.0|7087|-5.726237|-76.0074|15.0|21456.189931166
320|-5.88893191012214|-76.1129550906649|30.0|11006|-5.729222|-76.002361|90.0|21493.209072872
320|-5.88893191012214|-76.1129550906649|30.0|69111|-6.03548|-76.25618|15.0|22674.186180387
320|-5.88893191012214|-76.1129550906649|30.0|6871|-6.06859|-76.2482|15.0|24878.674733439
320|-5.88893191012214|-76.1129550906649|30.0|6933|-6.007289|-75.91091|12.0|25918.845692665
320|-5.88893191012214|-76.1129550906649|30.0|6840|-6.123067|-76.165032|5.0|26526.324505311
320|-5.88893191012214|-76.1129550906649|30.0|6846|-6.10934|-76.26847|30.0|29842.019299967
320|-5.88893191012214|-76.1129550906649|30.0|327|-6.02500934573387|-75.873430656687|30.0|30492.604788823
320|-5.88893191012214|-76.1129550906649|30.0|6864|-6.075131|-75.90092|12.0|31226.793523854
320|-5.88893191012214|-76.1129550906649|30.0|6832|-6.1425|-75.96395|45.0|32533.688006613
320|-5.88893191012214|-76.1129550906649|30.0|335|-5.62916666666667|-75.955|30.0|33634.560138318
320|-5.88893191012214|-76.1129550906649|30.0|337|-5.71132862568861|-75.8466822661188|30.0|35432.184007047
320|-5.88893191012214|-76.1129550906649|30.0|6926|-6.02117|-75.81467|9.0|36119.684965373
321|-5.96033015583201|-76.1520971973351|30.0|6955|-5.969361|-76.112361|30.0|4511.547510877
321|-5.96033015583201|-76.1520971973351|30.0|6947|-5.980189|-76.11333|20.0|4821.48329041
321|-5.96033015583201|-76.1520971973351|30.0|6983|-5.907081|-76.1103|11.0|7489.65594037
321|-5.96033015583201|-76.1520971973351|30.0|6996|-5.89575|-76.121858|11.0|7887.63272519
321|-5.96033015583201|-76.1520971973351|30.0|6990|-5.900704|-76.111505|11.0|7980.017290999
321|-5.96033015583201|-76.1520971973351|30.0|6995|-5.89789|-76.11019|30.0|8319.35029963
321|-5.96033015583201|-76.1520971973351|30.0|6989|-5.90175|-76.10166667|70.0|8552.664138715
321|-5.96033015583201|-76.1520971973351|30.0|7009|-5.88563|-76.12665|25.0|8728.143834137
321|-5.96033015583201|-76.1520971973351|30.0|326|-5.89408884785614|-76.1068140743227|30.0|8877.075432339
321|-5.96033015583201|-76.1520971973351|30.0|6999|-5.894595|-76.105726|11.0|8899.901784368
321|-5.96033015583201|-76.1520971973351|30.0|6997|-5.895262|-76.104769|11.0|8901.724046929
321|-5.96033015583201|-76.1520971973351|30.0|7000|-5.89402778|-76.10455556|20.0|9026.17729752
321|-5.96033015583201|-76.1520971973351|30.0|7001|-5.893689|-76.10454|20.0|9057.639080925
321|-5.96033015583201|-76.1520971973351|30.0|6886|-6.05174|-76.18898|20.0|10902.276577745
321|-5.96033015583201|-76.1520971973351|30.0|6938|-6.00047|-76.24543|15.0|11246.647330925
321|-5.96033015583201|-76.1520971973351|30.0|7004|-5.89055|-76.22854|15.0|11453.991896057
321|-5.96033015583201|-76.1520971973351|30.0|7003|-5.89055|-76.231819|30.0|11724.856511941
321|-5.96033015583201|-76.1520971973351|30.0|6878|-6.05841|-76.19771|30.0|11964.259463322
321|-5.96033015583201|-76.1520971973351|30.0|69111|-6.03548|-76.25618|15.0|14207.563596169
321|-5.96033015583201|-76.1520971973351|30.0|6986|-5.905667|-76.026917|30.0|15121.672045996
321|-5.96033015583201|-76.1520971973351|30.0|329|-6.01552827106242|-76.0270401016982|30.0|15131.689812939
321|-5.96033015583201|-76.1520971973351|30.0|6871|-6.06859|-76.2482|15.0|16016.615983968
321|-5.96033015583201|-76.1520971973351|30.0|6998|-5.89465|-76.01693889|20.0|16635.269534629
