tower_id_1|latitude_1|longitude_1|tower_height_1|tower_id_2|latitude_2|longitude_2|tower_height_2|distance|line_of_sight|additional_height_tower_1|additional_height_tower_2|error_flag
316|-6.04928331277774|-76.1768403258158|30.0|6938|-6.00047|-76.24543|15.0|9316.664983854|False|19.679857082721867|11.913233159600082|False
316|-6.04928331277774|-76.1768403258158|30.0|321|-5.960330155832009|-76.1520971973351|30.0|10211.317423065|True|0.0|0.0|False
316|-6.04928331277774|-76.1768403258158|30.0|6947|-5.980189|-76.11333|20.0|10383.743037945|False|101.23629273293054|165.68721888567984|False
316|-6.04928331277774|-76.1768403258158|30.0|6955|-5.969361|-76.11236099999999|30.0|11361.159038296|False|62.94844628052007|157.7778173681378|False
316|-6.04928331277774|-76.1768403258158|30.0|6846|-6.10934|-76.26847|30.0|12124.082524308|True|0.0|0.0|False
316|-6.04928331277774|-76.1768403258158|30.0|317|-6.11316495635003|-76.2713571445513|30.0|12624.410609763001|True|0.0|0.0|False
316|-6.04928331277774|-76.1768403258158|30.0|329|-6.015528271062419|-76.0270401016982|30.0|16998.877868336|False|146.69263400031443|208.30178260784004|False
316|-6.04928331277774|-76.1768403258158|30.0|6983|-5.907081|-76.1103|11.0|17365.80988223|False|40.075953192530704|173.41124291390497|False
316|-6.04928331277774|-76.1768403258158|30.0|6990|-5.900704|-76.11150500000001|11.0|17952.741459148|False|35.046336727109136|151.57565669222907|False
316|-6.04928331277774|-76.1768403258158|30.0|6996|-5.89575|-76.12185799999999|11.0|18037.030726418998|False|26.130129501145383|113.62632139558633|False
316|-6.04928331277774|-76.1768403258158|30.0|319|-5.894783228707781|-76.2325052780687|30.0|18163.213202151|False|62.6072117926188|256.099624700885|False
316|-6.04928331277774|-76.1768403258158|30.0|6995|-5.89789|-76.11019|30.0|18296.225202508|False|30.706211022061723|136.13131902085956|False
316|-6.04928331277774|-76.1768403258158|30.0|6989|-5.90175|-76.10166667|70.0|18315.539394224|False|32.85463054902208|146.2355487503399|False
316|-6.04928331277774|-76.1768403258158|30.0|7004|-5.89055|-76.22854|15.0|18463.464899149|False|64.53672627339078|256.0373821574|False
316|-6.04928331277774|-76.1768403258158|30.0|7003|-5.89055|-76.23181899999999|30.0|18579.226696509|False|46.094054212268446|193.87869324542498|False
316|-6.04928331277774|-76.1768403258158|30.0|6997|-5.895262000000001|-76.10476899999999|11.0|18809.211005678|False|40.00452300432377|190.8273644522883|False
316|-6.04928331277774|-76.1768403258158|30.0|6999|-5.894595|-76.105726|11.0|18831.484756482|False|37.05763557326428|167.54260905092292|False
316|-6.04928331277774|-76.1768403258158|30.0|326|-5.89408884785614|-76.1068140743227|30.0|18832.429858256|False|34.375143728590984|153.81120487806766|False
316|-6.04928331277774|-76.1768403258158|30.0|7009|-5.88563|-76.12665|25.0|18931.770768448998|False|0.7262098289906049|3.365569199268208|False
316|-6.04928331277774|-76.1768403258158|30.0|7000|-5.89402778|-76.10455556|20.0|18942.871584259|False|38.409339995982464|185.06972778882766|False
316|-6.04928331277774|-76.1768403258158|30.0|7001|-5.893689|-76.10454|20.0|18977.562162366|False|38.39066027965477|183.1593623997162|False
316|-6.04928331277774|-76.1768403258158|30.0|320|-5.88893191012214|-76.1129550906649|30.0|19091.35825291|False|28.194057333486853|133.50800095288776|False
316|-6.04928331277774|-76.1768403258158|30.0|6986|-5.905667|-76.026917|30.0|22973.306808969|False|82.24632482274681|418.5763142134298|False
316|-6.04928331277774|-76.1768403258158|30.0|331|-5.925142448645741|-75.999503674783|30.0|23957.501670968|False|111.75119245350058|523.3660474896648|False
316|-6.04928331277774|-76.1768403258158|30.0|6998|-5.89465|-76.01693889|20.0|24614.205245866|False|81.9394224787637|452.68803531073445|False
316|-6.04928331277774|-76.1768403258158|30.0|330|-5.954811111111111|-75.964926297017|30.0|25682.646483508997|False|114.0717791154772|449.3193296445671|False
316|-6.04928331277774|-76.1768403258158|30.0|6959|-5.95412|-75.96509|15.0|25697.308654648998|False|109.92960193470432|420.2333841138118|False
316|-6.04928331277774|-76.1768403258158|30.0|6832|-6.1425|-75.96395|45.0|25721.767474616|False|6.446222045102729|28.096688725304176|False
316|-6.04928331277774|-76.1768403258158|30.0|6754|-6.25146|-76.03211999999999|15.0|27503.891810522997|False|66.7466691682945|52.11299074556524|False
316|-6.04928331277774|-76.1768403258158|30.0|7048|-5.7962489999999995|-76.092548|15.0|29497.67872169|False|47.79726915171199|106.96328495682411|False
316|-6.04928331277774|-76.1768403258158|30.0|6933|-6.007289|-75.91091|12.0|29804.639024217002|False|126.2820565133606|337.94548260844755|False
316|-6.04928331277774|-76.1768403258158|30.0|328|-5.890957568587179|-75.9515264595539|30.0|30477.697420541|False|103.72361400802916|640.9212959673213|False
316|-6.04928331277774|-76.1768403258158|30.0|7006|-5.88985|-75.95152|15.0|30548.828861277|False|107.59686928072304|666.4310890188951|False
316|-6.04928331277774|-76.1768403258158|30.0|6864|-6.075131|-75.90092|12.0|30678.139549207|False|133.047479373304|166.62328900130058|False
316|-6.04928331277774|-76.1768403258158|30.0|7063|-5.763689|-76.12572|20.0|32086.023169917997|False|4.628683916547708|0.6982809822916352|False
316|-6.04928331277774|-76.1768403258158|30.0|327|-6.025009345733871|-75.873430656687|30.0|33696.425119186|False|104.50875895866363|285.80349890839386|False
317|-6.11316495635003|-76.2713571445513|30.0|6846|-6.10934|-76.26847|30.0|530.1439022469999|True|0.0|0.0|False
317|-6.11316495635003|-76.2713571445513|30.0|6871|-6.06859|-76.2482|15.0|5556.0722433440005|True|0.0|0.0|False
317|-6.11316495635003|-76.2713571445513|30.0|69111|-6.035480000000001|-76.25618|15.0|8753.666095671999|True|0.0|0.0|False
317|-6.11316495635003|-76.2713571445513|30.0|6878|-6.05841|-76.19771|30.0|10155.186401011999|True|0.0|0.0|False
317|-6.11316495635003|-76.2713571445513|30.0|6886|-6.051740000000001|-76.18898|20.0|11370.852053973|True|0.0|0.0|False
317|-6.11316495635003|-76.2713571445513|30.0|6840|-6.123067|-76.165032|5.0|11819.926838423999|False|4.1542810243463535|1.025387108301544|False
317|-6.11316495635003|-76.2713571445513|30.0|6938|-6.00047|-76.24543|15.0|12788.796393605|True|0.0|0.0|False
317|-6.11316495635003|-76.2713571445513|30.0|321|-5.960330155832009|-76.1520971973351|30.0|21447.012291516003|False|57.013400039260674|35.373197345728244|False
317|-6.11316495635003|-76.2713571445513|30.0|6947|-5.980189|-76.11333|20.0|22853.823120324|False|122.40987079041943|56.5621539757405|False
317|-6.11316495635003|-76.2713571445513|30.0|6955|-5.969361|-76.11236099999999|30.0|23721.704110702|False|0.048163617925474966|0.043973489569140156|False
317|-6.11316495635003|-76.2713571445513|30.0|319|-5.894783228707781|-76.2325052780687|30.0|24530.128308271|False|69.78610932427176|53.18010224501057|False
317|-6.11316495635003|-76.2713571445513|30.0|7003|-5.89055|-76.23181899999999|30.0|25004.337877879|False|74.70148869618124|58.87952896890593|False
317|-6.11316495635003|-76.2713571445513|30.0|7004|-5.89055|-76.22854|15.0|25070.439675394|False|97.9018300894479|66.40884970227776|False
317|-6.11316495635003|-76.2713571445513|30.0|6983|-5.907081|-76.1103|11.0|28936.641495067|False|43.14157972528578|49.465959171224256|False
317|-6.11316495635003|-76.2713571445513|30.0|329|-6.015528271062419|-76.0270401016982|30.0|29121.662022348|False|304.55869701909876|115.91110463724172|False
317|-6.11316495635003|-76.2713571445513|30.0|6996|-5.89575|-76.12185799999999|11.0|29189.443804836003|False|51.741770209292625|64.53128385091725|False
317|-6.11316495635003|-76.2713571445513|30.0|6990|-5.900704|-76.11150500000001|11.0|29414.858122831|False|40.194834594453795|49.69362453480744|False
317|-6.11316495635003|-76.2713571445513|30.0|6995|-5.89789|-76.11019|30.0|29751.127048372997|False|28.93885170277344|36.28450140229006|False
317|-6.11316495635003|-76.2713571445513|30.0|7009|-5.88563|-76.12665|25.0|29829.763430108|False|52.25385814881295|69.41667988142416|False
317|-6.11316495635003|-76.2713571445513|30.0|6989|-5.90175|-76.10166667|70.0|29992.511172716|True|0.0|0.0|False
317|-6.11316495635003|-76.2713571445513|30.0|326|-5.89408884785614|-76.1068140743227|30.0|30311.724195846|False|29.251516608698985|38.17212913690079|False
317|-6.11316495635003|-76.2713571445513|30.0|6999|-5.894595|-76.105726|11.0|30339.657826802002|False|36.972353573266446|47.83242578425967|False
317|-6.11316495635003|-76.2713571445513|30.0|6997|-5.895262000000001|-76.10476899999999|11.0|30345.199975592|False|35.57222846806401|45.79302701041354|False
317|-6.11316495635003|-76.2713571445513|30.0|320|-5.88893191012214|-76.1129550906649|30.0|30371.898473079|False|40.82261508098016|53.00213075609406|False
317|-6.11316495635003|-76.2713571445513|30.0|7000|-5.89402778|-76.10455556|20.0|30468.027074954|False|29.824717937304435|38.89095127647823|False
317|-6.11316495635003|-76.2713571445513|30.0|7001|-5.893689|-76.10454|20.0|30498.880413398998|False|29.782125536266705|38.905018187340374|False
317|-6.11316495635003|-76.2713571445513|30.0|6754|-6.25146|-76.03211999999999|15.0|30577.357687242|False|116.55827309789603|45.13399604323905|False
317|-6.11316495635003|-76.2713571445513|30.0|6832|-6.1425|-75.96395|45.0|34180.471343337995|True|0.0|0.0|False
317|-6.11316495635003|-76.2713571445513|30.0|6986|-5.905667|-76.026917|30.0|35481.170774699|False|33.68368143297799|42.34138492681939|False
317|-6.11316495635003|-76.2713571445513|30.0|331|-5.925142448645741|-75.999503674783|30.0|36580.846467778|False|126.87632460136126|150.70533549081142|False
317|-6.11316495635003|-76.2713571445513|30.0|6998|-5.89465|-76.01693889|20.0|37112.503028952|False|27.854758008306767|38.46570079202695|False
317|-6.11316495635003|-76.2713571445513|30.0|330|-5.954811111111111|-75.964926297017|30.0|38177.215145265|False|131.96325034646404|128.56741664913773|False
317|-6.11316495635003|-76.2713571445513|30.0|6959|-5.95412|-75.96509|15.0|38196.263256589|False|142.50742964473156|138.57445218471742|False
319|-5.894783228707781|-76.2325052780687|30.0|7003|-5.89055|-76.23181899999999|30.0|474.26399313300004|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|7004|-5.89055|-76.22854|15.0|641.838130569|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|321|-5.960330155832009|-76.1520971973351|30.0|11480.995389626001|False|40.78694223377691|2.7320647625961385|False
319|-5.894783228707781|-76.2325052780687|30.0|7009|-5.88563|-76.12665|25.0|11765.577568731002|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6938|-6.00047|-76.24543|15.0|11774.786883231001|False|121.57315162342255|34.703650422008195|False
319|-5.894783228707781|-76.2325052780687|30.0|6996|-5.89575|-76.12185799999999|11.0|12252.955815436999|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|320|-5.88893191012214|-76.1129550906649|30.0|13254.235382448998|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6990|-5.900704|-76.11150500000001|11.0|13414.854154109|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6995|-5.89789|-76.11019|30.0|13548.872194943999|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6983|-5.907081|-76.1103|11.0|13600.388336721|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|326|-5.89408884785614|-76.1068140743227|30.0|13918.605983513|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6999|-5.894595|-76.105726|11.0|14038.890957673|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6997|-5.895262000000001|-76.10476899999999|11.0|14144.939355413|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|7000|-5.89402778|-76.10455556|20.0|14168.737428171002|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|7001|-5.893689|-76.10454|20.0|14170.735121626001|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6989|-5.90175|-76.10166667|70.0|14508.761330661|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6955|-5.969361|-76.11236099999999|30.0|15652.285731066|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|69111|-6.035480000000001|-76.25618|15.0|15778.392725175|False|151.19117791791808|61.351212152462665|False
319|-5.894783228707781|-76.2325052780687|30.0|6947|-5.980189|-76.11333|20.0|16227.516036403998|False|16.676425529075082|19.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6886|-6.051740000000001|-76.18898|20.0|18013.836290747|False|110.78971226767604|29.70518609087938|False
319|-5.894783228707781|-76.2325052780687|30.0|6878|-6.05841|-76.19771|30.0|18500.441239315|False|123.98474503369673|53.15123863772175|False
319|-5.894783228707781|-76.2325052780687|30.0|7063|-5.763689|-76.12572|20.0|18709.004681235|False|11.281915186409286|17.251608692984775|False
319|-5.894783228707781|-76.2325052780687|30.0|7048|-5.7962489999999995|-76.092548|15.0|18946.444298741|False|39.88159310781771|10.761857338288138|False
319|-5.894783228707781|-76.2325052780687|30.0|6871|-6.06859|-76.2482|15.0|19299.04312106|False|74.20727148632817|86.31094325306051|False
319|-5.894783228707781|-76.2325052780687|30.0|6986|-5.905667|-76.026917|30.0|22797.341220828|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6998|-5.89465|-76.01693889|20.0|23870.699935824|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6846|-6.10934|-76.26847|30.0|24058.84672161|False|47.371493079850666|71.56453355667634|False
319|-5.894783228707781|-76.2325052780687|30.0|331|-5.925142448645741|-75.999503674783|30.0|26018.192000818|True|0.0|0.0|False
319|-5.894783228707781|-76.2325052780687|30.0|6840|-6.123067|-76.165032|5.0|26327.112973948|False|82.65050152640508|45.04937153069886|False
319|-5.894783228707781|-76.2325052780687|30.0|329|-6.015528271062419|-76.0270401016982|30.0|26378.831236925|True|0.0|0.0|False
